/Users/forrest/miniconda3/bin/python /Users/forrest/vesuviusfullsolve/scripts/viewer2d.py
Z: 0, Y: 0, X: 0
Z: 80, Y: 591, X: 847
Z: 81, Y: 590, X: 829
Z: 82, Y: 588, X: 803
Z: 83, Y: 590, X: 779
Z: 84, Y: 593, X: 764
Z: 85, Y: 600, X: 746
Z: 86, Y: 609, X: 728
Z: 87, Y: 621, X: 710
Z: 88, Y: 629, X: 695
Z: 89, Y: 635, X: 681
Z: 90, Y: 639, X: 665
Z: 91, Y: 641, X: 650
Z: 92, Y: 643, X: 629
Z: 93, Y: 643, X: 605
Z: 94, Y: 642, X: 581
Z: 95, Y: 638, X: 552
Z: 96, Y: 636, X: 522
Z: 97, Y: 628, X: 502
Z: 98, Y: 627, X: 502
Z: 99, Y: 627, X: 502
Z: 100, Y: 627, X: 502
Z: 101, Y: 619, X: 480
Z: 102, Y: 604, X: 448
Z: 103, Y: 578, X: 414
Z: 104, Y: 561, X: 390
Z: 105, Y: 551, X: 372
Z: 106, Y: 537, X: 353
Z: 107, Y: 523, X: 334
Z: 108, Y: 513, X: 327
Z: 109, Y: 513, X: 327
Z: 110, Y: 513, X: 327
Z: 111, Y: 508, X: 324
Z: 112, Y: 501, X: 318
Z: 113, Y: 496, X: 314
Z: 114, Y: 480, X: 300
Z: 115, Y: 465, X: 289
Z: 116, Y: 450, X: 278
Z: 117, Y: 438, X: 272
Z: 118, Y: 418, X: 263
Z: 119, Y: 406, X: 260
Z: 120, Y: 392, X: 257
Z: 121, Y: 370, X: 255
Z: 122, Y: 359, X: 255
Z: 123, Y: 359, X: 255
Z: 124, Y: 359, X: 255
Z: 125, Y: 340, X: 254
Z: 126, Y: 325, X: 254
Z: 127, Y: 315, X: 254
Z: 128, Y: 302, X: 256
Z: 129, Y: 283, X: 262
Z: 130, Y: 281, X: 263
Z: 131, Y: 270, X: 269
Z: 132, Y: 260, X: 276
Z: 133, Y: 252, X: 280
Z: 134, Y: 244, X: 285
Z: 135, Y: 232, X: 292
Z: 136, Y: 231, X: 294
Z: 137, Y: 231, X: 294
Z: 138, Y: 231, X: 294
Z: 139, Y: 194, X: 296
Z: 140, Y: 177, X: 298
Z: 141, Y: 165, X: 303
Z: 142, Y: 156, X: 306
Z: 143, Y: 150, X: 311
Z: 144, Y: 144, X: 319
Z: 145, Y: 136, X: 331
Z: 146, Y: 128, X: 344
Z: 147, Y: 124, X: 354
Z: 148, Y: 120, X: 364
Z: 149, Y: 111, X: 381
Z: 150, Y: 97, X: 404
Z: 151, Y: 97, X: 404
Z: 152, Y: 97, X: 404
Z: 153, Y: 91, X: 410
Z: 154, Y: 80, X: 426
Z: 155, Y: 75, X: 432
Z: 156, Y: 69, X: 442
Z: 157, Y: 64, X: 453
Z: 158, Y: 62, X: 464
Z: 159, Y: 61, X: 478
Z: 160, Y: 65, X: 497
Z: 161, Y: 69, X: 509
Z: 162, Y: 70, X: 521
Z: 163, Y: 72, X: 541
Z: 164, Y: 78, X: 562
Z: 165, Y: 78, X: 562
Z: 166, Y: 78, X: 562
Z: 167, Y: 54, X: 595
Z: 168, Y: 33, X: 636
Z: 169, Y: 24, X: 659
Z: 170, Y: 20, X: 677
Z: 171, Y: 18, X: 692
Z: 172, Y: 15, X: 711
Z: 173, Y: 12, X: 728
Z: 174, Y: 10, X: 748
Z: 175, Y: 10, X: 760
Z: 176, Y: 10, X: 760
Z: 177, Y: 10, X: 763
Z: 178, Y: 10, X: 793
Z: 179, Y: 15, X: 811
Z: 180, Y: 18, X: 817
Z: 181, Y: 20, X: 818
Z: 182, Y: 27, X: 820
Z: 183, Y: 36, X: 828
Z: 184, Y: 44, X: 836
Z: 185, Y: 47, X: 841
Z: 186, Y: 50, X: 845
Z: 187, Y: 53, X: 850
Z: 188, Y: 56, X: 856
Z: 189, Y: 59, X: 858
Z: 190, Y: 61, X: 862
Z: 191, Y: 64, X: 872
Z: 192, Y: 65, X: 882
Z: 193, Y: 67, X: 888
Z: 194, Y: 68, X: 895
Z: 195, Y: 70, X: 909
Z: 196, Y: 73, X: 926
Z: 197, Y: 75, X: 936
Z: 198, Y: 75, X: 936
Z: 199, Y: 75, X: 936
Z: 200, Y: 75, X: 938
Z: 201, Y: 82, X: 953
Z: 202, Y: 85, X: 960
Z: 203, Y: 87, X: 968
Z: 204, Y: 93, X: 986
Z: 205, Y: 97, X: 993
Z: 206, Y: 100, X: 999
Z: 207, Y: 104, X: 1008
Z: 208, Y: 109, X: 1011
Z: 209, Y: 114, X: 1011
Z: 210, Y: 121, X: 1011
Z: 211, Y: 132, X: 1011
Z: 212, Y: 145, X: 1011
Z: 213, Y: 155, X: 1011
Z: 214, Y: 155, X: 1011
Z: 215, Y: 155, X: 1011
Z: 216, Y: 155, X: 1011
Z: 217, Y: 168, X: 1011
Z: 218, Y: 180, X: 1011
Z: 219, Y: 191, X: 1011
Z: 220, Y: 198, X: 1011
Z: 221, Y: 209, X: 1011
Z: 222, Y: 216, X: 1011
Z: 223, Y: 220, X: 1011
Z: 224, Y: 225, X: 1011
Z: 225, Y: 231, X: 1011
Z: 226, Y: 238, X: 1011
Z: 227, Y: 246, X: 1011
Z: 228, Y: 266, X: 1011
Z: 229, Y: 274, X: 1011
Z: 230, Y: 274, X: 1011
Z: 231, Y: 274, X: 1011
Z: 232, Y: 277, X: 1011
Z: 233, Y: 293, X: 1011
Z: 234, Y: 302, X: 1011
Z: 235, Y: 314, X: 1011
Z: 236, Y: 331, X: 1011
Z: 237, Y: 350, X: 1011
Z: 238, Y: 364, X: 1011
Z: 239, Y: 372, X: 1011
Z: 240, Y: 380, X: 1011
Z: 241, Y: 393, X: 1011
Z: 242, Y: 402, X: 1011
Z: 243, Y: 408, X: 1011
Z: 244, Y: 420, X: 1011
Z: 245, Y: 436, X: 1011
Z: 246, Y: 471, X: 1011
Z: 247, Y: 496, X: 1011
Z: 248, Y: 502, X: 1011
Z: 249, Y: 503, X: 1011
Z: 250, Y: 507, X: 1011
Z: 251, Y: 517, X: 1011
Z: 252, Y: 533, X: 1011
Z: 253, Y: 543, X: 1011
Z: 254, Y: 543, X: 1011
Z: 255, Y: 543, X: 1011
Z: 256, Y: 551, X: 1011
Z: 257, Y: 597, X: 971
Z: 258, Y: 602, X: 966
Z: 259, Y: 618, X: 948
Z: 260, Y: 626, X: 936
Z: 261, Y: 629, X: 912
Z: 262, Y: 624, X: 878
Z: 263, Y: 622, X: 855
Z: 264, Y: 621, X: 831
Z: 265, Y: 623, X: 810
Z: 266, Y: 627, X: 793
Z: 267, Y: 632, X: 781
Z: 268, Y: 642, X: 767
Z: 269, Y: 649, X: 750
Z: 270, Y: 657, X: 720
Z: 271, Y: 659, X: 710
Z: 272, Y: 657, X: 713
Z: 273, Y: 657, X: 713
Z: 274, Y: 657, X: 713
Z: 275, Y: 657, X: 683
Z: 276, Y: 651, X: 629
Z: 277, Y: 642, X: 600
Z: 278, Y: 630, X: 568
Z: 279, Y: 622, X: 542
Z: 280, Y: 622, X: 542
Z: 281, Y: 622, X: 542
Z: 282, Y: 622, X: 542
Z: 283, Y: 616, X: 526
Z: 284, Y: 613, X: 518
Z: 285, Y: 609, X: 506
Z: 286, Y: 599, X: 484
Z: 287, Y: 582, X: 453
Z: 288, Y: 571, X: 430
Z: 289, Y: 565, X: 417
Z: 290, Y: 559, X: 403
Z: 291, Y: 547, X: 373
Z: 292, Y: 539, X: 354
Z: 293, Y: 538, X: 353
Z: 294, Y: 538, X: 353
Z: 295, Y: 538, X: 353
Z: 296, Y: 530, X: 328
Z: 297, Y: 519, X: 302
Z: 298, Y: 511, X: 290
Z: 299, Y: 502, X: 285
Z: 300, Y: 485, X: 277
Z: 301, Y: 472, X: 270
Z: 302, Y: 462, X: 265
Z: 303, Y: 446, X: 262
Z: 304, Y: 431, X: 260
Z: 305, Y: 431, X: 260
Z: 306, Y: 431, X: 260
Z: 307, Y: 431, X: 260
Z: 308, Y: 401, X: 256
Z: 309, Y: 374, X: 251
Z: 310, Y: 363, X: 249
Z: 311, Y: 354, X: 248
Z: 312, Y: 342, X: 246
Z: 313, Y: 322, X: 245
Z: 314, Y: 299, X: 246
Z: 315, Y: 287, X: 248
Z: 316, Y: 287, X: 248
Z: 317, Y: 287, X: 248
Z: 318, Y: 283, X: 248
Z: 319, Y: 255, X: 251
Z: 320, Y: 234, X: 255
Z: 321, Y: 209, X: 262
Z: 322, Y: 197, X: 267
Z: 323, Y: 180, X: 274
Z: 324, Y: 164, X: 286
Z: 325, Y: 164, X: 286
Z: 326, Y: 164, X: 286
Z: 327, Y: 164, X: 286
Z: 328, Y: 150, X: 292
Z: 329, Y: 137, X: 300
Z: 330, Y: 127, X: 308
Z: 331, Y: 117, X: 318
Z: 332, Y: 109, X: 327
Z: 333, Y: 100, X: 337
Z: 334, Y: 88, X: 349
Z: 335, Y: 79, X: 359
Z: 336, Y: 75, X: 366
Z: 337, Y: 71, X: 384
Z: 338, Y: 67, X: 417
Z: 339, Y: 64, X: 449
Z: 340, Y: 63, X: 457
Z: 341, Y: 63, X: 457
Z: 342, Y: 63, X: 457
Z: 343, Y: 60, X: 478
Z: 344, Y: 58, X: 492
Z: 345, Y: 58, X: 500
Z: 346, Y: 58, X: 513
Z: 347, Y: 60, X: 524
Z: 348, Y: 63, X: 534
Z: 349, Y: 63, X: 542
Z: 350, Y: 66, X: 549
Z: 351, Y: 67, X: 565
Z: 352, Y: 64, X: 590
Z: 353, Y: 60, X: 624
Z: 354, Y: 60, X: 634
Z: 355, Y: 60, X: 634
Z: 356, Y: 60, X: 634
Z: 357, Y: 44, X: 646
Z: 358, Y: 39, X: 658
Z: 359, Y: 34, X: 672
Z: 360, Y: 29, X: 688
Z: 361, Y: 25, X: 703
Z: 362, Y: 19, X: 723
Z: 363, Y: 18, X: 751
Z: 364, Y: 18, X: 751
Z: 365, Y: 18, X: 751
Z: 366, Y: 18, X: 755
Z: 367, Y: 22, X: 779
Z: 368, Y: 25, X: 792
Z: 369, Y: 28, X: 800
Z: 370, Y: 36, X: 809
Z: 371, Y: 42, X: 814
Z: 372, Y: 46, X: 821
Z: 373, Y: 52, X: 831
Z: 374, Y: 57, X: 839
Z: 375, Y: 62, X: 848
Z: 376, Y: 65, X: 854
Z: 377, Y: 68, X: 861
Z: 378, Y: 70, X: 872
Z: 379, Y: 70, X: 883
Z: 380, Y: 71, X: 896
Z: 381, Y: 72, X: 912
Z: 382, Y: 72, X: 915
Z: 383, Y: 72, X: 915
Z: 384, Y: 72, X: 918
Z: 385, Y: 79, X: 949
Z: 386, Y: 80, X: 953
Z: 387, Y: 81, X: 964
Z: 388, Y: 84, X: 973
Z: 389, Y: 85, X: 977
Z: 390, Y: 86, X: 982
Z: 391, Y: 90, X: 990
Z: 392, Y: 92, X: 996
Z: 393, Y: 96, X: 1007
Z: 394, Y: 101, X: 1011
Z: 395, Y: 109, X: 1011
Z: 396, Y: 109, X: 1011
Z: 397, Y: 109, X: 1011
Z: 398, Y: 109, X: 1011
Z: 399, Y: 118, X: 1011
Z: 400, Y: 127, X: 1011
Z: 401, Y: 135, X: 1011
Z: 402, Y: 141, X: 1011
Z: 403, Y: 149, X: 1011
Z: 404, Y: 171, X: 1011
Z: 405, Y: 203, X: 1011
Z: 406, Y: 215, X: 1011
Z: 407, Y: 215, X: 1011
Z: 408, Y: 215, X: 1011
Z: 409, Y: 215, X: 1011
Z: 410, Y: 223, X: 1011
Z: 411, Y: 232, X: 1011
Z: 412, Y: 245, X: 1011
Z: 413, Y: 259, X: 1011
Z: 414, Y: 274, X: 1011
Z: 415, Y: 285, X: 1011
Z: 416, Y: 297, X: 1011
Z: 417, Y: 309, X: 1011
Z: 418, Y: 317, X: 1011
Z: 419, Y: 334, X: 1011
Z: 420, Y: 345, X: 1011
Z: 421, Y: 356, X: 1011
Z: 422, Y: 372, X: 1011
Z: 423, Y: 380, X: 1011
Z: 424, Y: 390, X: 1011
Z: 425, Y: 412, X: 1011
Z: 426, Y: 423, X: 1011
Z: 427, Y: 423, X: 1011
Z: 428, Y: 423, X: 1011
Z: 429, Y: 423, X: 1011
Z: 430, Y: 427, X: 1011
Z: 431, Y: 440, X: 1011
Z: 432, Y: 445, X: 1011
Z: 433, Y: 451, X: 1011
Z: 434, Y: 459, X: 1011
Z: 435, Y: 469, X: 1011
Z: 436, Y: 480, X: 1011
Z: 437, Y: 494, X: 1011
Z: 438, Y: 504, X: 1011
Z: 439, Y: 515, X: 1011
Z: 440, Y: 524, X: 1011
Z: 441, Y: 531, X: 1011
Z: 442, Y: 537, X: 1011
Z: 443, Y: 545, X: 1011
Z: 444, Y: 554, X: 1011
Z: 445, Y: 563, X: 989
Z: 446, Y: 574, X: 966
Z: 447, Y: 581, X: 956
Z: 448, Y: 593, X: 939
Z: 449, Y: 595, X: 932
Z: 450, Y: 595, X: 932
Z: 451, Y: 595, X: 932
Z: 452, Y: 599, X: 920
Z: 453, Y: 613, X: 880
Z: 454, Y: 623, X: 858
Z: 455, Y: 629, X: 841
Z: 456, Y: 636, X: 823
Z: 457, Y: 642, X: 806
Z: 458, Y: 648, X: 793
Z: 459, Y: 655, X: 779
Z: 460, Y: 660, X: 768
Z: 461, Y: 665, X: 745
Z: 462, Y: 672, X: 705
Z: 463, Y: 673, X: 678
Z: 464, Y: 670, X: 657
Z: 465, Y: 670, X: 638
Z: 466, Y: 670, X: 610
Z: 467, Y: 668, X: 581
Z: 468, Y: 665, X: 570
Z: 469, Y: 665, X: 570
Z: 470, Y: 665, X: 570
Z: 471, Y: 665, X: 568
Z: 472, Y: 654, X: 521
Z: 473, Y: 641, X: 479
Z: 474, Y: 618, X: 432
Z: 475, Y: 591, X: 402
Z: 476, Y: 576, X: 384
Z: 477, Y: 561, X: 363
Z: 478, Y: 556, X: 357
Z: 479, Y: 556, X: 357
Z: 480, Y: 556, X: 357
Z: 481, Y: 554, X: 354
Z: 482, Y: 534, X: 332
Z: 483, Y: 517, X: 316
Z: 484, Y: 492, X: 299
Z: 485, Y: 471, X: 289
Z: 486, Y: 462, X: 286
Z: 487, Y: 450, X: 284
Z: 488, Y: 436, X: 283
Z: 489, Y: 416, X: 279
Z: 490, Y: 400, X: 277
Z: 491, Y: 396, X: 277
Z: 492, Y: 396, X: 277
Z: 493, Y: 396, X: 277
Z: 494, Y: 364, X: 274
Z: 495, Y: 320, X: 272
Z: 496, Y: 293, X: 272
Z: 497, Y: 272, X: 271
Z: 498, Y: 252, X: 268
Z: 499, Y: 245, X: 268
Z: 500, Y: 245, X: 268
Z: 501, Y: 245, X: 268
Z: 502, Y: 209, X: 267
Z: 503, Y: 180, X: 267
Z: 504, Y: 162, X: 267
Z: 505, Y: 147, X: 269
Z: 506, Y: 137, X: 272
Z: 507, Y: 126, X: 282
Z: 508, Y: 119, X: 295
Z: 509, Y: 112, X: 317
Z: 510, Y: 107, X: 336
Z: 511, Y: 103, X: 348
Z: 512, Y: 101, X: 359
Z: 513, Y: 102, X: 399
Z: 514, Y: 102, X: 403
Z: 515, Y: 102, X: 427
Z: 516, Y: 104, X: 460
Z: 517, Y: 112, X: 484
Z: 518, Y: 116, X: 499
Z: 519, Y: 118, X: 514
Z: 520, Y: 120, X: 540
Z: 521, Y: 120, X: 572
Z: 522, Y: 120, X: 586
Z: 523, Y: 120, X: 586
Z: 524, Y: 120, X: 586
Z: 525, Y: 119, X: 602
Z: 526, Y: 119, X: 628
Z: 527, Y: 114, X: 651
Z: 528, Y: 102, X: 678
Z: 529, Y: 90, X: 704
Z: 530, Y: 79, X: 724
Z: 531, Y: 67, X: 741
Z: 532, Y: 56, X: 758
Z: 533, Y: 49, X: 785
Z: 534, Y: 49, X: 798
Z: 535, Y: 49, X: 798
Z: 536, Y: 49, X: 798
Z: 537, Y: 54, X: 807
Z: 538, Y: 65, X: 813
Z: 539, Y: 74, X: 825
Z: 540, Y: 80, X: 842
Z: 541, Y: 83, X: 851
Z: 542, Y: 86, X: 862
Z: 543, Y: 94, X: 884
Z: 544, Y: 94, X: 888
Z: 545, Y: 94, X: 888
Z: 546, Y: 94, X: 888
Z: 547, Y: 92, X: 900
Z: 548, Y: 92, X: 925
Z: 549, Y: 92, X: 942
Z: 550, Y: 92, X: 954
Z: 551, Y: 95, X: 963
Z: 552, Y: 98, X: 975
Z: 553, Y: 102, X: 987
Z: 554, Y: 105, X: 997
Z: 555, Y: 111, X: 1011
Z: 556, Y: 124, X: 1011
Z: 557, Y: 124, X: 1011
Z: 558, Y: 124, X: 1011
Z: 559, Y: 126, X: 1011
Z: 560, Y: 140, X: 1011
Z: 561, Y: 148, X: 1011
Z: 562, Y: 157, X: 1011
Z: 563, Y: 170, X: 1011
Z: 564, Y: 184, X: 1011
Z: 565, Y: 198, X: 1011
Z: 566, Y: 211, X: 1011
Z: 567, Y: 225, X: 1011
Z: 568, Y: 239, X: 1011
Z: 569, Y: 246, X: 1011
Z: 570, Y: 252, X: 1011
Z: 571, Y: 267, X: 1011
Z: 572, Y: 287, X: 1011
Z: 573, Y: 308, X: 1011
Z: 574, Y: 333, X: 1011
Z: 575, Y: 358, X: 1011
Z: 576, Y: 396, X: 1011
Z: 577, Y: 413, X: 1011
Z: 578, Y: 413, X: 1011
Z: 579, Y: 413, X: 1011
Z: 580, Y: 413, X: 1011
Z: 581, Y: 427, X: 1011
Z: 582, Y: 438, X: 1011
Z: 583, Y: 449, X: 1011
Z: 584, Y: 465, X: 1011
Z: 585, Y: 479, X: 1011
Z: 586, Y: 493, X: 1011
Z: 587, Y: 501, X: 1011
Z: 588, Y: 516, X: 1011
Z: 589, Y: 536, X: 1011
Z: 590, Y: 557, X: 1011
Z: 591, Y: 593, X: 1003
Z: 592, Y: 621, X: 978
Z: 593, Y: 644, X: 954
Z: 594, Y: 644, X: 954
Z: 595, Y: 644, X: 954
Z: 596, Y: 647, X: 948
Z: 597, Y: 673, X: 913
Z: 598, Y: 688, X: 891
Z: 599, Y: 695, X: 872
Z: 600, Y: 699, X: 847
Z: 601, Y: 702, X: 833
Z: 602, Y: 702, X: 821
Z: 603, Y: 702, X: 797
Z: 604, Y: 702, X: 769
Z: 605, Y: 702, X: 747
Z: 606, Y: 699, X: 709
Z: 607, Y: 692, X: 663
Z: 608, Y: 690, X: 617
Z: 609, Y: 690, X: 597
Z: 610, Y: 690, X: 597
Z: 611, Y: 690, X: 597
Z: 612, Y: 690, X: 591
Z: 613, Y: 694, X: 538
Z: 614, Y: 694, X: 505
Z: 615, Y: 686, X: 480
Z: 616, Y: 673, X: 453
Z: 617, Y: 661, X: 430
Z: 618, Y: 651, X: 411
Z: 619, Y: 651, X: 410
Z: 620, Y: 651, X: 410
Z: 621, Y: 651, X: 410
Z: 622, Y: 635, X: 371
Z: 623, Y: 616, X: 343
Z: 624, Y: 583, X: 315
Z: 625, Y: 537, X: 290
Z: 626, Y: 523, X: 288
Z: 627, Y: 523, X: 288
Z: 628, Y: 523, X: 288
Z: 629, Y: 501, X: 284
Z: 630, Y: 457, X: 276
Z: 631, Y: 392, X: 268
Z: 632, Y: 333, X: 255
Z: 633, Y: 329, X: 255
Z: 634, Y: 329, X: 255
Z: 635, Y: 323, X: 260
Z: 636, Y: 274, X: 271
Z: 637, Y: 256, X: 274
Z: 638, Y: 242, X: 276
Z: 639, Y: 228, X: 277
Z: 640, Y: 218, X: 277
Z: 641, Y: 177, X: 284
Z: 642, Y: 175, X: 284
Z: 643, Y: 154, X: 290
Z: 644, Y: 146, X: 294
Z: 645, Y: 146, X: 294
Z: 646, Y: 145, X: 294
Z: 647, Y: 127, X: 299
Z: 648, Y: 114, X: 303
Z: 649, Y: 103, X: 311
Z: 650, Y: 92, X: 330
Z: 651, Y: 85, X: 352
Z: 652, Y: 83, X: 370
Z: 653, Y: 83, X: 395
Z: 654, Y: 89, X: 409
Z: 655, Y: 97, X: 421
Z: 656, Y: 105, X: 443
Z: 657, Y: 105, X: 443
Z: 658, Y: 105, X: 443
Z: 659, Y: 103, X: 458
Z: 660, Y: 100, X: 527
Z: 661, Y: 100, X: 569
Z: 662, Y: 100, X: 594
Z: 663, Y: 100, X: 619
Z: 664, Y: 100, X: 648
Z: 665, Y: 103, X: 674
Z: 666, Y: 103, X: 674
Z: 667, Y: 103, X: 674
Z: 668, Y: 98, X: 685
Z: 669, Y: 94, X: 718
Z: 670, Y: 90, X: 741
Z: 671, Y: 86, X: 759
Z: 672, Y: 83, X: 769
Z: 673, Y: 77, X: 781
Z: 674, Y: 70, X: 794
Z: 675, Y: 66, X: 812
Z: 676, Y: 65, X: 837
Z: 677, Y: 68, X: 849
Z: 678, Y: 76, X: 852
Z: 679, Y: 91, X: 857
Z: 680, Y: 104, X: 859
Z: 681, Y: 104, X: 859
Z: 682, Y: 104, X: 859
Z: 683, Y: 104, X: 866
Z: 684, Y: 106, X: 895
Z: 685, Y: 109, X: 915
Z: 686, Y: 109, X: 925
Z: 687, Y: 110, X: 939
Z: 688, Y: 112, X: 951
Z: 689, Y: 114, X: 967
Z: 690, Y: 118, X: 982
Z: 691, Y: 122, X: 992
Z: 692, Y: 127, X: 1008
Z: 693, Y: 133, X: 1011
Z: 694, Y: 143, X: 1011
Z: 695, Y: 146, X: 1011
Z: 696, Y: 146, X: 1011
Z: 697, Y: 146, X: 1011
Z: 698, Y: 149, X: 1011
Z: 699, Y: 160, X: 1011
Z: 700, Y: 167, X: 1011
Z: 701, Y: 175, X: 1011
Z: 702, Y: 185, X: 1011
Z: 703, Y: 201, X: 1011
Z: 704, Y: 218, X: 1011
Z: 705, Y: 222, X: 1011
Z: 706, Y: 222, X: 1011
Z: 707, Y: 222, X: 1011
Z: 708, Y: 235, X: 1011
Z: 709, Y: 246, X: 1011
Z: 710, Y: 260, X: 1011
Z: 711, Y: 274, X: 1011
Z: 712, Y: 287, X: 1011
Z: 713, Y: 297, X: 1011
Z: 714, Y: 310, X: 1011
Z: 715, Y: 331, X: 1011
Z: 716, Y: 354, X: 1011
Z: 717, Y: 376, X: 1011
Z: 718, Y: 389, X: 1011
Z: 719, Y: 400, X: 1011
Z: 720, Y: 419, X: 1011
Z: 721, Y: 439, X: 1011
Z: 722, Y: 439, X: 1011
Z: 723, Y: 439, X: 1011
Z: 724, Y: 446, X: 1011
Z: 725, Y: 467, X: 1011
Z: 726, Y: 476, X: 1011
Z: 727, Y: 501, X: 1011
Z: 728, Y: 520, X: 1011
Z: 729, Y: 542, X: 1011
Z: 730, Y: 575, X: 1011
Z: 731, Y: 618, X: 1011
Z: 732, Y: 649, X: 1011
Z: 733, Y: 649, X: 1011
Z: 734, Y: 649, X: 1011
Z: 735, Y: 658, X: 1007
Z: 736, Y: 694, X: 951
Z: 737, Y: 708, X: 906
Z: 738, Y: 717, X: 849
Z: 739, Y: 724, X: 808
Z: 740, Y: 728, X: 769
Z: 741, Y: 731, X: 740
Z: 742, Y: 731, X: 739
Z: 743, Y: 731, X: 739
Z: 744, Y: 737, X: 734
Z: 745, Y: 762, X: 709
Z: 746, Y: 768, X: 702
Z: 747, Y: 770, X: 694
Z: 748, Y: 769, X: 664
Z: 749, Y: 763, X: 622
Z: 750, Y: 758, X: 577
Z: 751, Y: 753, X: 562
Z: 752, Y: 753, X: 562
Z: 753, Y: 753, X: 562
Z: 754, Y: 753, X: 546
Z: 755, Y: 740, X: 515
Z: 756, Y: 721, X: 483
Z: 757, Y: 701, X: 453
Z: 758, Y: 695, X: 444
Z: 759, Y: 695, X: 444
Z: 760, Y: 695, X: 444
Z: 761, Y: 691, X: 435
Z: 762, Y: 673, X: 411
Z: 763, Y: 661, X: 397
Z: 764, Y: 638, X: 372
Z: 765, Y: 614, X: 352
Z: 766, Y: 606, X: 348
Z: 767, Y: 606, X: 348
Z: 768, Y: 606, X: 348
Z: 769, Y: 552, X: 324
Z: 770, Y: 547, X: 322
Z: 771, Y: 501, X: 304
Z: 772, Y: 457, X: 285
Z: 773, Y: 438, X: 282
Z: 774, Y: 438, X: 282
Z: 775, Y: 438, X: 282
Z: 776, Y: 435, X: 282
Z: 777, Y: 400, X: 279
Z: 778, Y: 366, X: 276
Z: 779, Y: 327, X: 271
Z: 780, Y: 281, X: 267
Z: 781, Y: 270, X: 267
Z: 782, Y: 270, X: 267
Z: 783, Y: 268, X: 267
Z: 784, Y: 229, X: 276
Z: 785, Y: 200, X: 282
Z: 786, Y: 172, X: 288
Z: 787, Y: 152, X: 296
Z: 788, Y: 129, X: 314
Z: 789, Y: 117, X: 328
Z: 790, Y: 111, X: 338
Z: 791, Y: 108, X: 367
Z: 792, Y: 103, X: 395
Z: 793, Y: 101, X: 414
Z: 794, Y: 101, X: 433
Z: 795, Y: 102, X: 447
Z: 796, Y: 105, X: 463
