Z: 1, X: 1051, Y: 1952
Z: 97, X: 1061, Y: 1952
Z: 98, X: 1062, Y: 1952
Z: 99, X: 1062, Y: 1952
Z: 100, X: 1062, Y: 1952
Z: 101, X: 1062, Y: 1952
Z: 102, X: 1062, Y: 1952
Z: 103, X: 1062, Y: 1952
Z: 104, X: 1062, Y: 1952
Z: 105, X: 1063, Y: 1952
Z: 106, X: 1064, Y: 1952
Z: 107, X: 1064, Y: 1952
Z: 108, X: 1064, Y: 1952
Z: 109, X: 1064, Y: 1952
Z: 110, X: 1064, Y: 1952
Z: 111, X: 1064, Y: 1952
Z: 112, X: 1064, Y: 1952
Z: 113, X: 1064, Y: 1952
Z: 114, X: 1064, Y: 1952
Z: 115, X: 1064, Y: 1952
Z: 116, X: 1064, Y: 1952
Z: 117, X: 1064, Y: 1952
Z: 118, X: 1064, Y: 1952
Z: 119, X: 1064, Y: 1952
Z: 120, X: 1064, Y: 1952
Z: 121, X: 1064, Y: 1952
Z: 122, X: 1064, Y: 1952
Z: 123, X: 1064, Y: 1952
Z: 124, X: 1064, Y: 1952
Z: 125, X: 1064, Y: 1952
Z: 126, X: 1064, Y: 1952
Z: 127, X: 1064, Y: 1952
Z: 128, X: 1064, Y: 1952
Z: 129, X: 1064, Y: 1952
Z: 130, X: 1064, Y: 1952
Z: 131, X: 1064, Y: 1952
Z: 132, X: 1064, Y: 1952
Z: 133, X: 1064, Y: 1952
Z: 134, X: 1064, Y: 1952
Z: 135, X: 1064, Y: 1952
Z: 136, X: 1065, Y: 1952
Z: 137, X: 1065, Y: 1952
Z: 138, X: 1065, Y: 1952
Z: 139, X: 1065, Y: 1952
Z: 140, X: 1065, Y: 1952
Z: 141, X: 1065, Y: 1952
Z: 142, X: 1065, Y: 1952
Z: 143, X: 1065, Y: 1952
Z: 144, X: 1065, Y: 1952
Z: 145, X: 1065, Y: 1952
Z: 146, X: 1065, Y: 1952
Z: 147, X: 1065, Y: 1952
Z: 148, X: 1065, Y: 1952
Z: 149, X: 1065, Y: 1952
Z: 150, X: 1065, Y: 1952
Z: 151, X: 1065, Y: 1952
Z: 152, X: 1065, Y: 1952
Z: 153, X: 1065, Y: 1952
Z: 154, X: 1065, Y: 1952
Z: 155, X: 1065, Y: 1952
Z: 156, X: 1065, Y: 1952
Z: 157, X: 1066, Y: 1952
Z: 158, X: 1068, Y: 1952
Z: 159, X: 1069, Y: 1952
Z: 160, X: 1070, Y: 1952
Z: 161, X: 1071, Y: 1952
Z: 162, X: 1071, Y: 1952
Z: 163, X: 1071, Y: 1952
Z: 164, X: 1071, Y: 1952
Z: 165, X: 1071, Y: 1952
Z: 166, X: 1072, Y: 1952
Z: 167, X: 1073, Y: 1952
Z: 168, X: 1074, Y: 1952
Z: 169, X: 1076, Y: 1952
Z: 170, X: 1077, Y: 1952
Z: 171, X: 1078, Y: 1952
Z: 172, X: 1079, Y: 1952
Z: 173, X: 1080, Y: 1952
Z: 174, X: 1080, Y: 1952
Z: 175, X: 1081, Y: 1952
Z: 176, X: 1081, Y: 1952
Z: 177, X: 1077, Y: 1952
Z: 178, X: 1077, Y: 1952
Z: 179, X: 1077, Y: 1952
Z: 180, X: 1077, Y: 1952
Z: 181, X: 1077, Y: 1952
Z: 182, X: 1077, Y: 1952
Z: 183, X: 1076, Y: 1952
Z: 184, X: 1076, Y: 1952
Z: 185, X: 1076, Y: 1952
Z: 186, X: 1076, Y: 1952
Z: 187, X: 1075, Y: 1952
Z: 188, X: 1075, Y: 1952
Z: 189, X: 1075, Y: 1952
Z: 190, X: 1075, Y: 1952
Z: 191, X: 1075, Y: 1952
Z: 192, X: 1075, Y: 1952
Z: 193, X: 1078, Y: 1952
Z: 194, X: 1078, Y: 1952
Z: 195, X: 1078, Y: 1952
Z: 196, X: 1078, Y: 1952
Z: 197, X: 1078, Y: 1952
Z: 198, X: 1078, Y: 1952
Z: 199, X: 1078, Y: 1952
Z: 200, X: 1078, Y: 1952
Z: 201, X: 1078, Y: 1952
Z: 202, X: 1078, Y: 1952
Z: 203, X: 1078, Y: 1952
Z: 204, X: 1078, Y: 1952
Z: 205, X: 1078, Y: 1952
Z: 206, X: 1078, Y: 1952
Z: 207, X: 1078, Y: 1952
Z: 208, X: 1078, Y: 1952
Z: 209, X: 1078, Y: 1952
Z: 210, X: 1078, Y: 1952
Z: 211, X: 1078, Y: 1952
Z: 212, X: 1078, Y: 1952
Z: 213, X: 1079, Y: 1952
Z: 214, X: 1082, Y: 1952
Z: 215, X: 1083, Y: 1952
Z: 216, X: 1084, Y: 1952
Z: 217, X: 1084, Y: 1952
Z: 218, X: 1084, Y: 1952
Z: 219, X: 1084, Y: 1952
Z: 220, X: 1083, Y: 1952
Z: 221, X: 1083, Y: 1952
Z: 222, X: 1083, Y: 1952
Z: 223, X: 1083, Y: 1952
Z: 224, X: 1083, Y: 1952
Z: 225, X: 1083, Y: 1952
Z: 226, X: 1083, Y: 1952
Z: 227, X: 1083, Y: 1952
Z: 228, X: 1083, Y: 1952
Z: 229, X: 1083, Y: 1952
Z: 230, X: 1083, Y: 1952
Z: 231, X: 1083, Y: 1952
Z: 232, X: 1083, Y: 1952
Z: 233, X: 1083, Y: 1952
Z: 234, X: 1083, Y: 1952
Z: 235, X: 1083, Y: 1952
Z: 236, X: 1083, Y: 1952
Z: 237, X: 1083, Y: 1952
Z: 238, X: 1083, Y: 1952
Z: 239, X: 1082, Y: 1952
Z: 240, X: 1082, Y: 1952
Z: 241, X: 1082, Y: 1952
Z: 242, X: 1082, Y: 1952
Z: 243, X: 1082, Y: 1952
Z: 244, X: 1082, Y: 1952
Z: 245, X: 1082, Y: 1952
Z: 246, X: 1082, Y: 1952
Z: 247, X: 1082, Y: 1952
Z: 248, X: 1082, Y: 1952
Z: 249, X: 1082, Y: 1952
Z: 250, X: 1083, Y: 1952
Z: 251, X: 1084, Y: 1952
Z: 252, X: 1087, Y: 1952
Z: 253, X: 1087, Y: 1952
Z: 254, X: 1087, Y: 1952
Z: 255, X: 1087, Y: 1952
Z: 256, X: 1087, Y: 1952
Z: 257, X: 1087, Y: 1952
Z: 258, X: 1087, Y: 1952
Z: 259, X: 1087, Y: 1952
Z: 260, X: 1087, Y: 1952
Z: 261, X: 1087, Y: 1952
Z: 262, X: 1088, Y: 1952
Z: 263, X: 1088, Y: 1952
Z: 264, X: 1088, Y: 1952
Z: 265, X: 1088, Y: 1952
Z: 266, X: 1088, Y: 1952
Z: 267, X: 1088, Y: 1952
Z: 268, X: 1088, Y: 1952
Z: 269, X: 1088, Y: 1952
Z: 270, X: 1088, Y: 1952
Z: 271, X: 1088, Y: 1952
Z: 272, X: 1088, Y: 1952
Z: 273, X: 1089, Y: 1952
Z: 274, X: 1089, Y: 1952
Z: 275, X: 1089, Y: 1952
Z: 276, X: 1090, Y: 1952
Z: 277, X: 1091, Y: 1952
Z: 278, X: 1093, Y: 1952
Z: 279, X: 1094, Y: 1952
Z: 280, X: 1094, Y: 1952
Z: 281, X: 1094, Y: 1952
Z: 282, X: 1096, Y: 1952
Z: 283, X: 1097, Y: 1952
Z: 284, X: 1097, Y: 1952
Z: 285, X: 1098, Y: 1952
Z: 286, X: 1098, Y: 1952
Z: 287, X: 1098, Y: 1952
Z: 288, X: 1098, Y: 1952
Z: 289, X: 1098, Y: 1952
Z: 290, X: 1098, Y: 1952
Z: 291, X: 1098, Y: 1952
Z: 292, X: 1097, Y: 1952
Z: 293, X: 1097, Y: 1952
Z: 294, X: 1097, Y: 1952
Z: 295, X: 1097, Y: 1952
Z: 296, X: 1097, Y: 1952
Z: 297, X: 1097, Y: 1952
Z: 298, X: 1096, Y: 1952
Z: 299, X: 1096, Y: 1952
Z: 300, X: 1095, Y: 1952
Z: 301, X: 1095, Y: 1952
Z: 302, X: 1095, Y: 1952
Z: 303, X: 1095, Y: 1952
Z: 304, X: 1096, Y: 1952
Z: 305, X: 1096, Y: 1952
Z: 306, X: 1096, Y: 1952
Z: 307, X: 1096, Y: 1952
Z: 308, X: 1096, Y: 1952
Z: 309, X: 1096, Y: 1952
Z: 310, X: 1096, Y: 1952
Z: 311, X: 1096, Y: 1952
Z: 312, X: 1096, Y: 1952
Z: 313, X: 1097, Y: 1952
Z: 314, X: 1097, Y: 1952
Z: 315, X: 1098, Y: 1952
Z: 316, X: 1098, Y: 1952
Z: 317, X: 1098, Y: 1952
Z: 318, X: 1098, Y: 1952
Z: 319, X: 1098, Y: 1952
Z: 320, X: 1098, Y: 1952
Z: 321, X: 1098, Y: 1952
Z: 322, X: 1098, Y: 1952
Z: 323, X: 1098, Y: 1952
Z: 324, X: 1098, Y: 1952
Z: 325, X: 1098, Y: 1952
Z: 326, X: 1098, Y: 1952
Z: 327, X: 1099, Y: 1952
Z: 328, X: 1100, Y: 1952
Z: 329, X: 1106, Y: 1952
Z: 330, X: 1107, Y: 1952
Z: 331, X: 1107, Y: 1952
Z: 332, X: 1107, Y: 1952
Z: 333, X: 1107, Y: 1952
Z: 334, X: 1108, Y: 1952
Z: 335, X: 1110, Y: 1952
Z: 336, X: 1112, Y: 1952
Z: 337, X: 1112, Y: 1952
Z: 338, X: 1112, Y: 1952
Z: 339, X: 1113, Y: 1952
Z: 340, X: 1113, Y: 1952
Z: 341, X: 1113, Y: 1952
Z: 342, X: 1113, Y: 1952
Z: 343, X: 1113, Y: 1952
Z: 344, X: 1113, Y: 1952
Z: 345, X: 1112, Y: 1952
Z: 346, X: 1112, Y: 1952
Z: 347, X: 1112, Y: 1952
Z: 348, X: 1112, Y: 1952
Z: 349, X: 1112, Y: 1952
Z: 350, X: 1112, Y: 1952
Z: 351, X: 1112, Y: 1952
Z: 352, X: 1112, Y: 1952
Z: 353, X: 1111, Y: 1952
Z: 354, X: 1111, Y: 1952
Z: 355, X: 1111, Y: 1952
Z: 356, X: 1111, Y: 1952
Z: 357, X: 1110, Y: 1952
Z: 358, X: 1110, Y: 1952
Z: 359, X: 1111, Y: 1952
Z: 360, X: 1111, Y: 1952
Z: 361, X: 1113, Y: 1952
Z: 362, X: 1113, Y: 1952
Z: 363, X: 1114, Y: 1952
Z: 364, X: 1115, Y: 1952
Z: 365, X: 1115, Y: 1952
Z: 366, X: 1116, Y: 1952
Z: 367, X: 1118, Y: 1952
Z: 368, X: 1119, Y: 1952
Z: 369, X: 1121, Y: 1952
Z: 370, X: 1122, Y: 1952
Z: 371, X: 1123, Y: 1952
Z: 372, X: 1123, Y: 1952
Z: 373, X: 1124, Y: 1952
Z: 374, X: 1125, Y: 1952
Z: 375, X: 1125, Y: 1952
Z: 376, X: 1125, Y: 1952
Z: 377, X: 1125, Y: 1952
Z: 378, X: 1126, Y: 1952
Z: 379, X: 1127, Y: 1952
Z: 380, X: 1128, Y: 1952
Z: 381, X: 1128, Y: 1952
Z: 382, X: 1130, Y: 1952
Z: 383, X: 1131, Y: 1952
Z: 384, X: 1131, Y: 1952
Z: 385, X: 1128, Y: 1952
Z: 386, X: 1128, Y: 1952
Z: 387, X: 1127, Y: 1952
Z: 388, X: 1127, Y: 1952
Z: 389, X: 1127, Y: 1952
Z: 390, X: 1127, Y: 1952
Z: 391, X: 1128, Y: 1952
Z: 392, X: 1128, Y: 1952
Z: 393, X: 1128, Y: 1952
Z: 394, X: 1128, Y: 1952
Z: 395, X: 1129, Y: 1952
Z: 396, X: 1130, Y: 1952
Z: 397, X: 1130, Y: 1952
Z: 398, X: 1131, Y: 1952
Z: 399, X: 1131, Y: 1952
Z: 400, X: 1132, Y: 1952
Z: 401, X: 1135, Y: 1952
Z: 402, X: 1136, Y: 1952
Z: 403, X: 1137, Y: 1952
Z: 404, X: 1138, Y: 1952
Z: 405, X: 1140, Y: 1952
Z: 406, X: 1142, Y: 1952
Z: 407, X: 1145, Y: 1952
Z: 408, X: 1148, Y: 1952
Z: 409, X: 1151, Y: 1952
Z: 410, X: 1151, Y: 1952
Z: 411, X: 1152, Y: 1952
Z: 412, X: 1153, Y: 1952
Z: 413, X: 1153, Y: 1952
Z: 414, X: 1154, Y: 1952
Z: 415, X: 1154, Y: 1952
Z: 416, X: 1154, Y: 1952
Z: 417, X: 1150, Y: 1952
Z: 418, X: 1149, Y: 1952
Z: 419, X: 1149, Y: 1952
Z: 420, X: 1149, Y: 1952
Z: 421, X: 1148, Y: 1952
Z: 422, X: 1147, Y: 1952
Z: 423, X: 1145, Y: 1952
Z: 424, X: 1144, Y: 1952
Z: 425, X: 1143, Y: 1952
Z: 426, X: 1143, Y: 1952
Z: 427, X: 1143, Y: 1952
Z: 428, X: 1143, Y: 1952
Z: 429, X: 1143, Y: 1952
Z: 430, X: 1142, Y: 1952
Z: 431, X: 1142, Y: 1952
Z: 432, X: 1142, Y: 1952
Z: 433, X: 1146, Y: 1952
Z: 434, X: 1147, Y: 1952
Z: 435, X: 1147, Y: 1952
Z: 436, X: 1147, Y: 1952
Z: 437, X: 1148, Y: 1952
Z: 438, X: 1149, Y: 1952
Z: 439, X: 1150, Y: 1952
Z: 440, X: 1152, Y: 1952
Z: 441, X: 1156, Y: 1952
Z: 442, X: 1161, Y: 1952
Z: 443, X: 1162, Y: 1952
Z: 444, X: 1163, Y: 1952
Z: 445, X: 1163, Y: 1952
Z: 446, X: 1163, Y: 1952
Z: 447, X: 1163, Y: 1952
Z: 448, X: 1163, Y: 1952
Z: 449, X: 1170, Y: 1952
Z: 450, X: 1171, Y: 1952
Z: 451, X: 1173, Y: 1952
Z: 452, X: 1175, Y: 1952
Z: 453, X: 1176, Y: 1952
Z: 454, X: 1177, Y: 1952
Z: 455, X: 1178, Y: 1952
Z: 456, X: 1179, Y: 1952
Z: 457, X: 1180, Y: 1952
Z: 458, X: 1181, Y: 1952
Z: 459, X: 1183, Y: 1952
Z: 460, X: 1184, Y: 1952
Z: 461, X: 1186, Y: 1952
Z: 462, X: 1188, Y: 1952
Z: 463, X: 1190, Y: 1952
Z: 464, X: 1191, Y: 1952
Z: 465, X: 1194, Y: 1952
Z: 466, X: 1198, Y: 1952
Z: 467, X: 1198, Y: 1952
Z: 468, X: 1198, Y: 1952
Z: 469, X: 1198, Y: 1952
Z: 470, X: 1198, Y: 1952
Z: 471, X: 1198, Y: 1952
Z: 472, X: 1198, Y: 1952
Z: 473, X: 1199, Y: 1952
Z: 474, X: 1200, Y: 1952
Z: 475, X: 1201, Y: 1952
Z: 476, X: 1201, Y: 1952
Z: 477, X: 1201, Y: 1952
Z: 478, X: 1201, Y: 1952
Z: 479, X: 1201, Y: 1952
Z: 480, X: 1200, Y: 1952
Z: 481, X: 1201, Y: 1952
Z: 482, X: 1201, Y: 1952
Z: 483, X: 1201, Y: 1952
Z: 484, X: 1201, Y: 1952
Z: 485, X: 1201, Y: 1952
Z: 486, X: 1204, Y: 1952
Z: 487, X: 1208, Y: 1952
Z: 488, X: 1208, Y: 1952
Z: 489, X: 1207, Y: 1952
Z: 490, X: 1205, Y: 1952
Z: 491, X: 1205, Y: 1952
Z: 492, X: 1205, Y: 1952
Z: 493, X: 1205, Y: 1952
Z: 494, X: 1206, Y: 1952
Z: 495, X: 1207, Y: 1952
Z: 496, X: 1207, Y: 1952
Z: 497, X: 1207, Y: 1952
Z: 498, X: 1207, Y: 1952
Z: 499, X: 1207, Y: 1952
Z: 500, X: 1207, Y: 1952
Z: 501, X: 1208, Y: 1952
Z: 502, X: 1209, Y: 1952
Z: 503, X: 1211, Y: 1952
Z: 504, X: 1211, Y: 1952
Z: 505, X: 1211, Y: 1952
Z: 506, X: 1211, Y: 1952
Z: 507, X: 1271, Y: 1867
Z: 508, X: 1285, Y: 1871
Z: 509, X: 1285, Y: 1872
Z: 510, X: 1284, Y: 1872
Z: 511, X: 1283, Y: 1873
Z: 512, X: 1282, Y: 1875
Z: 513, X: 1279, Y: 1878
Z: 514, X: 1279, Y: 1877
Z: 515, X: 1279, Y: 1875
Z: 516, X: 1280, Y: 1874
Z: 517, X: 1281, Y: 1873
Z: 518, X: 1282, Y: 1872
Z: 519, X: 1284, Y: 1870
Z: 520, X: 1284, Y: 1870
Z: 521, X: 1284, Y: 1870
Z: 522, X: 1284, Y: 1870
Z: 523, X: 1283, Y: 1871
Z: 524, X: 1282, Y: 1872
Z: 525, X: 1282, Y: 1873
Z: 526, X: 1281, Y: 1874
Z: 527, X: 1281, Y: 1875
Z: 528, X: 1281, Y: 1875
Z: 529, X: 1281, Y: 1875
Z: 530, X: 1281, Y: 1876
Z: 531, X: 1280, Y: 1876
Z: 532, X: 1279, Y: 1877
Z: 533, X: 1278, Y: 1879
Z: 534, X: 1278, Y: 1879
Z: 535, X: 1277, Y: 1879
Z: 536, X: 1277, Y: 1879
Z: 537, X: 1277, Y: 1879
Z: 538, X: 1277, Y: 1879
Z: 539, X: 1276, Y: 1880
Z: 540, X: 1275, Y: 1882
Z: 541, X: 1274, Y: 1884
Z: 542, X: 1272, Y: 1886
Z: 543, X: 1271, Y: 1888
Z: 544, X: 1269, Y: 1890
Z: 545, X: 1264, Y: 1897
Z: 546, X: 1264, Y: 1898
Z: 547, X: 1264, Y: 1898
Z: 548, X: 1264, Y: 1898
Z: 549, X: 1264, Y: 1898
Z: 550, X: 1264, Y: 1898
Z: 551, X: 1264, Y: 1898
Z: 552, X: 1264, Y: 1897
Z: 553, X: 1263, Y: 1896
Z: 554, X: 1262, Y: 1896
Z: 555, X: 1260, Y: 1895
Z: 556, X: 1260, Y: 1895
Z: 557, X: 1259, Y: 1895
Z: 558, X: 1257, Y: 1896
Z: 559, X: 1256, Y: 1899
Z: 560, X: 1256, Y: 1901
Z: 561, X: 1251, Y: 1905
Z: 562, X: 1251, Y: 1905
Z: 563, X: 1247, Y: 1907
Z: 564, X: 1245, Y: 1908
Z: 565, X: 1245, Y: 1908
Z: 566, X: 1244, Y: 1908
Z: 567, X: 1243, Y: 1908
Z: 568, X: 1243, Y: 1909
Z: 569, X: 1241, Y: 1911
Z: 570, X: 1241, Y: 1911
Z: 571, X: 1243, Y: 1910
Z: 572, X: 1246, Y: 1908
Z: 573, X: 1247, Y: 1908
Z: 574, X: 1247, Y: 1908
Z: 575, X: 1247, Y: 1908
Z: 576, X: 1247, Y: 1908
Z: 577, X: 1249, Y: 1904
Z: 578, X: 1249, Y: 1904
Z: 579, X: 1251, Y: 1903
Z: 580, X: 1252, Y: 1902
Z: 581, X: 1252, Y: 1902
Z: 582, X: 1254, Y: 1901
Z: 583, X: 1258, Y: 1898
Z: 584, X: 1259, Y: 1897
Z: 585, X: 1260, Y: 1896
Z: 586, X: 1262, Y: 1895
Z: 587, X: 1266, Y: 1893
Z: 588, X: 1267, Y: 1892
Z: 589, X: 1268, Y: 1892
Z: 590, X: 1268, Y: 1891
Z: 591, X: 1269, Y: 1889
Z: 592, X: 1270, Y: 1888
Z: 593, X: 1268, Y: 1889
Z: 594, X: 1268, Y: 1889
Z: 595, X: 1268, Y: 1889
Z: 596, X: 1268, Y: 1889
Z: 597, X: 1268, Y: 1889
Z: 598, X: 1269, Y: 1888
Z: 599, X: 1270, Y: 1887
Z: 600, X: 1274, Y: 1884
Z: 601, X: 1277, Y: 1882
Z: 602, X: 1278, Y: 1881
Z: 603, X: 1278, Y: 1881
Z: 604, X: 1279, Y: 1881
Z: 605, X: 1281, Y: 1881
Z: 606, X: 1283, Y: 1880
Z: 607, X: 1284, Y: 1880
Z: 608, X: 1285, Y: 1880
Z: 609, X: 1290, Y: 1880
Z: 610, X: 1290, Y: 1880
Z: 611, X: 1290, Y: 1881
Z: 612, X: 1290, Y: 1882
Z: 613, X: 1290, Y: 1882
Z: 614, X: 1290, Y: 1883
Z: 615, X: 1291, Y: 1884
Z: 616, X: 1292, Y: 1885
Z: 617, X: 1293, Y: 1885
Z: 618, X: 1293, Y: 1885
Z: 619, X: 1293, Y: 1885
Z: 620, X: 1294, Y: 1884
Z: 621, X: 1294, Y: 1884
Z: 622, X: 1295, Y: 1883
Z: 623, X: 1296, Y: 1883
Z: 624, X: 1296, Y: 1882
Z: 625, X: 1296, Y: 1882
Z: 626, X: 1296, Y: 1882
Z: 627, X: 1296, Y: 1882
Z: 628, X: 1296, Y: 1882
Z: 629, X: 1296, Y: 1882
Z: 630, X: 1297, Y: 1882
Z: 631, X: 1297, Y: 1882
Z: 632, X: 1298, Y: 1882
Z: 633, X: 1299, Y: 1882
Z: 634, X: 1300, Y: 1882
Z: 635, X: 1300, Y: 1883
Z: 636, X: 1300, Y: 1883
Z: 637, X: 1300, Y: 1883
Z: 638, X: 1300, Y: 1883
Z: 639, X: 1300, Y: 1883
Z: 640, X: 1299, Y: 1883
Z: 641, X: 1297, Y: 1884
Z: 642, X: 1297, Y: 1884
Z: 643, X: 1297, Y: 1885
Z: 644, X: 1297, Y: 1885
Z: 645, X: 1297, Y: 1885
Z: 646, X: 1297, Y: 1885
Z: 647, X: 1297, Y: 1885
Z: 648, X: 1297, Y: 1885
Z: 649, X: 1297, Y: 1885
Z: 650, X: 1298, Y: 1885
Z: 651, X: 1299, Y: 1885
Z: 652, X: 1299, Y: 1885
Z: 653, X: 1300, Y: 1885
Z: 654, X: 1301, Y: 1885
Z: 655, X: 1301, Y: 1885
Z: 656, X: 1301, Y: 1885
Z: 657, X: 1301, Y: 1885
Z: 658, X: 1301, Y: 1885
Z: 659, X: 1301, Y: 1885
Z: 660, X: 1301, Y: 1885
Z: 661, X: 1301, Y: 1885
Z: 662, X: 1301, Y: 1885
Z: 663, X: 1301, Y: 1885
Z: 664, X: 1301, Y: 1885
Z: 665, X: 1301, Y: 1885
Z: 666, X: 1301, Y: 1885
Z: 667, X: 1301, Y: 1885
Z: 668, X: 1302, Y: 1885
Z: 669, X: 1303, Y: 1885
Z: 670, X: 1303, Y: 1885
Z: 671, X: 1304, Y: 1885
Z: 672, X: 1304, Y: 1885
Z: 673, X: 1304, Y: 1885
Z: 674, X: 1304, Y: 1885
Z: 675, X: 1304, Y: 1885
Z: 676, X: 1304, Y: 1885
Z: 677, X: 1304, Y: 1885
Z: 678, X: 1304, Y: 1886
Z: 679, X: 1303, Y: 1887
Z: 680, X: 1303, Y: 1887
Z: 681, X: 1303, Y: 1887
Z: 682, X: 1303, Y: 1887
Z: 683, X: 1302, Y: 1888
Z: 684, X: 1302, Y: 1888
Z: 685, X: 1302, Y: 1888
Z: 686, X: 1302, Y: 1888
Z: 687, X: 1302, Y: 1888
Z: 688, X: 1302, Y: 1889
Z: 689, X: 1301, Y: 1890
Z: 690, X: 1301, Y: 1890
Z: 691, X: 1300, Y: 1890
Z: 692, X: 1300, Y: 1890
Z: 693, X: 1299, Y: 1891
Z: 694, X: 1299, Y: 1891
Z: 695, X: 1299, Y: 1891
Z: 696, X: 1299, Y: 1891
Z: 697, X: 1299, Y: 1891
Z: 698, X: 1299, Y: 1891
Z: 699, X: 1299, Y: 1891
Z: 700, X: 1299, Y: 1891
Z: 701, X: 1299, Y: 1891
Z: 702, X: 1299, Y: 1891
Z: 703, X: 1299, Y: 1891
Z: 704, X: 1299, Y: 1891
Z: 705, X: 1299, Y: 1891
Z: 706, X: 1299, Y: 1891
Z: 707, X: 1299, Y: 1891
Z: 708, X: 1299, Y: 1891
Z: 709, X: 1299, Y: 1891
Z: 710, X: 1299, Y: 1891
Z: 711, X: 1299, Y: 1891
Z: 712, X: 1299, Y: 1891
Z: 713, X: 1297, Y: 1891
Z: 714, X: 1296, Y: 1891
Z: 715, X: 1295, Y: 1891
Z: 716, X: 1294, Y: 1892
Z: 717, X: 1293, Y: 1892
Z: 718, X: 1292, Y: 1892
Z: 719, X: 1292, Y: 1893
Z: 720, X: 1292, Y: 1894
Z: 721, X: 1291, Y: 1894
Z: 722, X: 1291, Y: 1894
Z: 723, X: 1290, Y: 1894
Z: 724, X: 1290, Y: 1894
Z: 725, X: 1290, Y: 1894
Z: 726, X: 1290, Y: 1894
Z: 727, X: 1290, Y: 1894
Z: 728, X: 1290, Y: 1894
Z: 729, X: 1290, Y: 1894
Z: 730, X: 1290, Y: 1894
Z: 731, X: 1290, Y: 1894
Z: 732, X: 1292, Y: 1894
Z: 733, X: 1293, Y: 1894
Z: 734, X: 1294, Y: 1894
Z: 735, X: 1296, Y: 1894
